radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,Sloan_g,gerr,Sloan_r,r_err,Sloan_i,i_err
300.332721,0.974,44.764434,0.445,2,16.545,-0,17.143,-0.107,16.787,-0,16.23,-0,NA,NA
300.332875,0.36,44.351951,0.549,4,13.634,0.029,14.212,0.041,13.858,0.048,13.481,0.052,13.344,0.036
300.332977,0.787,44.712018,0.684,5,13.837,0.039,14.605,0.041,14.15,0.055,13.575,0.058,13.303,0.081
300.333158,0.733,44.8392,0.979,4,NA,NA,NA,NA,16.591,0.118,15.986,0.057,NA,NA
300.333301,0.911,44.631936,1.058,2,15.777,-0,16.146,-0.045,NA,NA,NA,NA,15.303,-0
300.33333,0.361,44.825592,0.714,5,13.854,0.045,15.377,0.06,14.569,0.08,13.364,0.037,12.773,0.077
300.33395,0.451,44.60416,0.636,4,13.671,0.049,14.255,0.037,13.873,0.046,13.461,0.05,13.423,0.091
300.334323,0.681,44.325383,0.618,5,13.521,0.061,14.8,0.045,14.125,0.055,13.132,0.012,12.828,0.032
300.335104,0.394,44.01286,0.569,5,12.823,0.031,13.324,0.044,13.033,0.034,12.731,0.054,12.672,0.07
300.335442,0.45,44.774733,0.455,5,12.673,0.041,13.99,0.036,13.288,0.066,12.264,0.032,11.817,0.075
300.335782,0.37,44.454237,0.577,5,13.19,0.038,14.248,0.042,13.669,0.054,12.899,0.046,12.584,0.07
300.336235,0.323,44.850769,0.865,4,14.868,0.079,15.595,0.063,15.119,0.063,14.631,0.036,14.351,-0
300.336359,0.467,44.029728,0.751,5,13.829,0.039,14.382,0.044,14.067,0.055,13.712,0.036,13.646,0.074
300.339342,0.576,44.394765,0.653,4,14.754,0.065,16.31,0.095,15.518,0.047,14.232,0.02,13.688,0.087
300.339354,0.325,44.818364,0.451,4,14.14,0.019,14.805,0.062,14.416,0.062,13.943,0.037,13.742,0.029
300.339772,0.641,44.795603,0.548,5,13.512,0.035,14.084,0.054,13.722,0.053,13.319,0.048,13.12,0.058
300.34018,0.551,44.288804,0.618,4,14.463,0.027,15.054,0.045,14.712,0.042,14.29,0.029,14.199,0
300.341808,0.611,44.889139,0.479,4,14.913,0.092,15.569,0.067,15.113,0.063,14.628,0.068,14.39,0.087
300.342237,0.513,44.140334,0.722,4,14.538,0.101,15.063,0.049,14.72,0.029,14.385,0.153,14.253,0.091
300.343016,0.426,44.641655,0.624,4,13.695,-0,14.313,-0,13.94,-0,13.497,-0,13.203,0.085
300.343481,0.565,44.673863,0.639,3,15.706,0.063,16.563,0.102,16.052,0.047,15.366,0.008,15.237,0
300.343669,0.56,44.696747,0.408,5,12.239,0.033,13.361,0.045,12.751,0.06,11.878,0.041,11.486,0.054
300.345319,0.449,44.837308,0.612,3,15.752,-0,17.323,-0,16.48,0.049,15.268,0.039,14.713,0.03
300.345821,1.013,44.259915,0.796,2,16.416,-0,17.139,-0,16.658,0.008,16.075,0.083,16.019,-0
300.346461,0.689,44.337655,0.793,4,15.712,0.075,16.752,0.045,16.14,0.056,15.341,0.025,14.895,0.038
300.346983,0.464,44.00755,0.658,4,14.502,0.153,16.085,0.04,15.254,0.056,13.964,0.065,13.439,0.065
300.347245,0.414,44.522613,0.456,5,13.426,0.046,14.994,0.039,14.187,0.061,12.932,0.025,12.466,0.077
300.347498,0.424,44.628167,0.413,5,13.353,0.026,13.906,0.047,13.569,0.054,13.21,0.063,13.105,0.036
300.348794,0.328,44.742757,0.383,4,13.915,0.034,14.426,0.057,14.099,0.056,13.751,0.07,13.617,0.025
300.349422,0.349,44.090249,0.733,4,NA,NA,NA,NA,16.29,0.079,15.335,0.042,14.947,-0
300.349631,0.765,44.282944,0.422,4,16.631,0.206,17.116,0,16.644,0.059,16.157,0.089,NA,NA
300.350276,0.377,44.618007,0.474,5,13.137,0.021,13.782,0.045,13.401,0.06,12.943,0.027,12.786,0.058
300.350729,0.516,44.395465,0.816,2,16.529,0.063,17.343,0.05,16.691,-0,16.029,-0,NA,NA
300.350812,0.611,44.188218,0.555,4,14.169,0.097,15.989,0.059,15.059,0.077,13.541,0.046,12.869,0.085
300.350953,0.619,44.910135,0.436,2,16.604,-0,17.713,-0.173,16.916,-0,16.158,-0,NA,NA
300.351394,0.483,44.039679,0.558,5,12.265,0.068,13.432,0.031,12.816,0.052,11.951,0.059,11.631,0.03
300.352047,0.609,44.583584,0.714,3,15.885,-0,16.683,-0,16.212,0.046,15.687,0.02,15.548,0.071
300.352049,0.254,44.446428,0.142,2,NA,NA,NA,NA,17.096,0.019,16.135,0.107,NA,NA
300.35215,0.516,44.404969,0.826,4,14.46,0.083,16.61,0.019,15.525,0.064,13.759,0.046,12.941,0.061
300.352938,0.343,44.700937,0.576,5,12.816,0.033,13.365,0.048,13.03,0.055,12.653,0.048,12.523,0.026
300.353005,0.445,44.510989,0.471,5,13.88,0.041,14.852,0.022,14.309,0.05,13.567,0.022,13.269,0.074
300.35379,0.862,44.14216,0.58,3,14.205,-0,14.856,-0,NA,NA,NA,NA,13.835,0.053
300.353903,0.605,44.501698,0.975,3,15.306,0.149,17.166,0.095,16.179,0.081,14.74,0.045,14.108,-0
300.353979,0.774,44.424693,1.123,2,15.929,-0,17.391,-0,16.61,0.078,15.688,0.069,15.25,0.066
300.354868,0.318,44.532168,0.871,3,13.639,0.111,14.371,0.044,13.893,-0,13.493,-0,NA,NA
300.355554,0.56,44.301177,0.785,3,13.997,0.029,14.767,0.048,14.339,0.059,13.766,0.033,13.643,0.073
300.35867,1.286,44.124244,1.186,2,16.679,-0,17.871,-0.149,17,-0,16.176,-0,NA,NA
300.358811,0.508,44.735829,0.443,2,NA,NA,NA,NA,NA,NA,NA,NA,13.811,0.008
300.359321,0.891,44.766764,0.364,3,15.089,0.021,15.828,0.041,15.35,0.027,14.76,0.043,14.541,0.189
300.359965,0.468,44.863528,0.868,3,NA,NA,NA,NA,16.802,0.022,15.462,0.031,14.696,0.143
300.360211,0.941,43.953452,0.676,2,16.212,-0,17.091,-0,16.694,0.011,15.983,0.052,NA,NA
300.360426,0.42,44.104132,0.564,5,11.771,0.084,13.156,0.027,12.432,0.053,11.346,0.032,10.985,0.083
300.360742,0.86,44.900739,1.587,3,16.384,0.008,17.511,-0,16.879,-0.063,16.174,-0,NA,NA
300.361114,0.535,44.033395,0.613,5,13.174,0.076,14.17,0.043,13.624,0.049,12.924,0.068,12.685,0.067
300.361207,0.752,44.20598,0.64,3,16.358,0.082,17.235,0.118,16.659,0.159,16.044,0.011,NA,NA
300.361222,0.644,44.816061,0.625,3,14.949,0.032,16.591,0.072,15.783,0.084,14.363,0.032,13.707,0.04
300.361474,0.532,43.979799,0.972,4,13.635,0.092,15.175,0.046,14.41,0.066,13.286,0.164,12.77,0.124
300.362439,0.51,44.947907,0.671,4,14.932,0.075,16.22,0.081,15.485,0.073,14.465,0.072,13.898,0.088
300.36265,0.582,44.78517,0.608,4,15.459,0.026,16.792,0.008,16.092,0.078,14.965,0.044,14.49,0.07
300.363069,0.545,44.286696,0.692,5,13.954,0.031,14.677,0.039,14.245,0.036,13.771,0.049,13.618,0.02
300.364148,0.895,44.060727,0.703,3,16.207,0.011,17.865,0.11,16.975,0.143,15.879,0.089,15.344,0.087
300.365411,0.615,44.445382,0.663,4,15.755,0.053,17.164,0.075,16.317,0.085,15.166,0.028,14.584,0.034
300.36547,0.634,44.380094,0.461,4,14.389,0.044,15.306,0.027,14.802,0.037,14.101,0.031,13.911,0.034
300.365529,1.046,44.273803,0.245,4,13.756,0.011,14.281,0.093,13.996,0.006,13.648,0.128,13.573,-0
300.366513,0.806,44.046785,0.762,3,16.399,-0,16.989,-0.067,16.513,0.046,16.105,0.043,NA,NA
300.367114,0.265,44.751831,0.437,4,13.946,0.027,14.965,0.055,14.397,0.058,13.634,0.022,13.337,0.046
300.367203,1.084,44.881764,1.054,2,NA,NA,NA,NA,15.948,-0.027,14.782,-0,14.165,0.023
300.368674,0.553,44.840302,0.819,3,NA,NA,NA,NA,15.864,0.136,15.034,0.061,14.567,0.065
300.369068,0.364,44.227752,0.41,5,13.048,0.075,14.577,0.033,13.785,0.059,12.564,0.014,12.083,0.025
300.369645,0.765,44.422139,0.75,4,15.743,-0,16.674,-0,16.013,0.107,15.26,0.065,14.738,0.043
300.369724,0.446,44.90546,0.581,4,14.107,0.04,15.585,0.078,14.785,0.09,13.6,0.04,12.983,0.085
300.370488,0.361,44.686534,0.487,5,13.769,0.034,14.303,0.047,13.958,0.05,13.588,0.064,13.481,0.067
300.37057,0.394,44.512568,0.768,2,15.807,-0,16.547,-0.057,16.136,0.069,15.514,0.006,15.14,-0
300.370835,0.338,44.156023,0.602,5,12.848,0.065,14.018,0.04,13.391,0.051,12.495,0.044,12.236,0.074
300.37123,0.427,44.203609,0.765,4,14.828,0.088,15.468,0.023,15.07,0.046,14.641,0.059,14.507,0.076
300.371466,0.743,44.256007,1.073,3,16.341,-0,17.26,-0,16.747,0.063,15.997,0.006,15.811,-0
300.371506,0.426,44.526726,0.594,5,14.037,0.058,14.706,0.052,14.295,0.067,13.907,0.095,13.696,0.101
300.372184,0.392,44.358137,0.597,4,14.468,0.029,15.138,0.043,14.701,0.059,14.209,0.045,13.968,0.069
300.37226,0.345,44.288934,0.371,5,12.261,0.058,13.486,0.031,12.829,0.045,11.903,0.02,11.555,0
300.372604,0.949,44.936125,0.947,4,15.909,0.079,16.858,0.15,16.363,-0,15.713,-0,15.884,-0
300.372803,0.378,44.820363,0.238,5,12.267,0.038,13.034,0.058,12.577,0.055,12.044,0.054,11.818,0.069
300.372955,0.693,44.479746,0.571,3,15.89,0.012,16.675,0.025,16.361,0.017,15.595,0.008,15.48,-0
300.373022,0.684,44.772855,0.578,3,15.162,0.006,15.86,0.12,15.477,0.047,14.87,0.018,14.526,0.019
300.375101,0.347,44.534618,0.416,5,13.236,0.022,13.832,0.047,13.462,0.046,13.06,0.049,12.941,0.068
300.375338,0.361,44.64867,0.438,5,13.903,0.06,15.349,0.029,14.562,0.07,13.43,0.021,12.95,0.055
300.375768,0.475,44.104288,0.705,3,15.445,0.03,17.327,0.12,16.322,0.087,14.826,0.059,14.167,0.02
300.376121,1.246,43.987703,0.795,2,15.929,0.182,16.782,0.044,NA,NA,NA,NA,NA,NA
300.377633,0.427,44.179984,0.615,5,13.041,0.024,13.641,0.03,13.277,0.044,12.874,0.02,12.814,0.064
300.378019,0.472,44.725742,0.378,5,12.339,0.023,12.835,0.055,12.51,0.049,12.208,0.031,12.077,0.077
300.378127,0.931,44.470338,0.882,3,15.946,0.096,16.682,0.019,16.294,-0,15.83,-0,15.533,-0
300.378387,0.405,44.808032,0.748,2,16.364,0.059,17.25,0.064,16.699,0.148,15.982,0.063,NA,NA
300.37867,0.6,44.718637,0.851,4,15.6,0.099,16.297,0.101,15.847,0.117,15.328,0.113,14.868,0.075
300.37875,0.434,44.904043,0.907,4,15.251,0.081,16.542,0.246,15.862,0.071,14.777,0.011,14.203,0.076
300.37925,0.416,44.305189,0.707,5,13.619,0.027,14.28,0.032,13.898,0.039,13.439,0.016,13.346,0.087
300.37963,0.942,43.996561,0.785,4,16.27,0.058,17.211,0.06,16.582,0.044,15.904,0.048,NA,NA
300.379707,0.637,43.928598,0.72,4,14.737,0.084,16.176,0.009,15.418,0.056,14.292,0.015,13.861,0.065
300.379767,0.444,44.96144,0.77,4,14.681,0.065,15.348,0.08,14.912,0.067,14.446,0.091,14.193,0.067
300.379863,0.804,44.235296,0.34,2,15.489,0.006,16.336,0.014,15.883,0.018,15.302,0,NA,NA
300.379929,0.593,44.977302,0.776,3,15.286,0.014,15.907,0.042,NA,NA,NA,NA,NA,NA
300.380018,0.48,44.739536,0.884,2,17.59,0.072,18.064,0.488,NA,NA,NA,NA,NA,NA
300.380149,0.453,44.35132,0.722,4,14.555,0.041,15.149,0.033,14.749,0.042,14.354,0.063,14.151,0.085
300.380751,0.724,44.58881,0.532,5,13.551,0.027,13.976,0.041,13.692,0.058,13.468,0.074,13.346,0.053
300.380928,0.492,44.433091,0.379,5,12.56,0.026,12.946,0.041,12.681,0.044,12.487,0.043,12.495,0.078
300.381547,0.388,44.405765,0.831,2,16.156,0,16.778,0.029,16.404,-0,16.142,-0,15.734,-0
300.381896,0.462,44.483704,0.713,4,14.951,0.034,15.539,0.059,15.181,0.064,14.762,0.051,14.601,0.134
300.382015,0.547,44.061288,0.662,3,15.54,0.178,17.087,0.044,16.255,0.036,15.131,0.053,14.533,-0
300.382323,0.443,44.279985,0.641,5,12.009,0.026,12.485,0.037,12.181,0.044,11.9,0.034,11.843,0.073
300.382326,0.774,44.635647,1.576,2,NA,NA,NA,NA,16.97,0.16,16.069,0.016,NA,NA
300.383724,0.477,44.087446,0.833,4,14.104,0.088,15.275,0.05,14.686,0.043,13.787,0.033,13.515,0.08
300.383743,0.354,44.384023,0.734,4,14.274,0.051,14.813,0.036,14.459,0.047,14.119,0.022,14.006,0.038
300.383803,0.6,44.258764,0.629,4,14.529,0.046,15.157,0.047,14.783,0.027,14.357,0.048,14.219,0.069
300.386771,0.468,44.873362,0.63,5,12.155,0.095,12.322,0.073,12.104,0.055,12.137,0.048,12.163,0.077
300.387042,1.188,44.025577,0.185,2,15.937,0.072,16.785,0.032,16.128,-0,15.743,-0,NA,NA
300.38735,0.472,44.266829,0.425,5,13.494,0.067,14.825,0.035,14.14,0.047,13.087,0.032,12.727,0.031
300.388277,0.895,44.170392,0.598,3,15.734,-0,16.225,-0,15.951,0.015,15.49,0.029,15.231,-0
300.388321,0.313,44.23909,0.76,5,14.014,0.051,14.887,0.028,14.401,0.039,13.799,0.047,13.588,0.048
300.389091,0.653,44.910128,0.806,3,16.052,-0,16.771,-0,16.362,0.024,15.787,0.091,NA,NA
300.389658,0.534,44.985189,0.984,4,13.897,0.044,14.742,0.079,14.223,0.077,13.696,0.159,13.297,0.166
300.389944,0.611,43.937643,0.332,3,15.538,0.174,16.428,0.011,15.869,0.05,15.232,0.074,14.967,-0
300.38996,0.98,44.793714,0.904,2,16.515,-0,17.406,-0.161,NA,NA,16.065,-0,NA,NA
300.391604,0.747,44.014003,1.354,3,16.708,-0,17.321,-0.111,17.025,0.031,16.452,0.15,NA,NA
300.391789,0.576,44.858032,0.57,4,15.739,0.041,16.452,0.087,15.941,0.017,15.356,0.068,15.021,-0
300.392063,0.404,44.785228,0.408,5,11.241,0.045,11.765,0.057,11.427,0.054,11.105,0.065,10.925,0.067
300.392364,1.196,44.257509,0.664,3,16.245,0.108,17.087,0.022,16.57,-0,15.848,-0,NA,NA
300.3924,1.373,44.038086,0.593,2,NA,NA,NA,NA,17.144,0.104,15.94,0.077,NA,NA
300.392873,0.64,44.62502,0.579,3,15.243,0.027,15.881,0.08,15.472,0.084,15.048,0.056,14.957,0.217
300.392989,0.653,44.043945,0.756,4,15.599,0.057,16.61,0.04,16.103,0.023,15.231,0.077,14.887,0.074
300.393078,0.55,44.926952,0.753,4,15.007,0.058,16.274,0.171,15.551,0.075,14.578,0.1,14.069,0.073
300.393134,0.31,44.574734,0.9,4,15.452,0.02,15.327,0.034,15.187,0.088,15.583,0.136,NA,NA
300.39336,0.427,44.944146,1.195,2,16.52,0.032,17.287,0.067,16.777,0.095,16.264,0.166,NA,NA
300.394354,0.464,44.759125,0.685,4,14.461,0.067,16.038,0.052,15.208,0.057,13.967,0.042,13.314,0.071
300.394387,0.549,44.84708,0.653,4,15.591,0.061,16.981,0.104,16.274,0.112,15.058,0.045,14.513,0.119
300.394817,0.495,44.551613,0.497,5,13.944,0.021,14.679,0.026,14.241,0.046,13.727,0.048,13.552,0.053
300.395258,0.696,44.823973,0.919,2,15.015,0.085,15.724,0.01,15.345,0,14.678,0,NA,NA
300.39609,0.508,44.072076,0.897,4,14.374,0.127,15.344,0.048,14.833,0.029,14.07,0.096,13.795,-0
300.398869,0.345,44.158213,0.381,5,11.814,0.042,12.264,0.036,11.98,0.051,11.689,0.046,11.689,0.098
300.399015,0.71,44.480142,0.965,4,15.709,0.066,16.456,0.054,16.01,0.017,15.476,0.015,15.292,-0
300.400294,0.517,44.436642,0.362,4,14.685,0.071,16.236,0.055,15.428,0.062,14.155,0.018,13.604,0.01
300.400365,0.362,44.082479,0.63,4,14.236,0.072,16.002,0.027,15.078,0.063,13.7,0.044,13.193,0.095
300.40038,0.442,44.660819,0.558,4,14.7,0.051,15.437,0.053,14.991,0.068,14.502,0.028,14.262,0.035
300.400689,0.918,44.597563,0.542,5,NA,NA,NA,NA,14.084,0.088,12.707,0.055,11.991,0.039
300.400776,0.722,44.389066,0.921,2,NA,NA,NA,NA,16.594,0.115,15.887,0.006,NA,NA
300.401137,0.951,45.01919,0.973,3,15.464,0.042,16.812,0.039,15.941,0.11,15.073,0.335,14.332,-0
300.401307,0.527,44.040762,0.708,4,14.573,0.092,15.263,0.032,14.908,0.057,14.362,0.068,14.171,0.08
300.401558,0.647,44.790674,0.659,2,15.806,-0,17.174,-0.118,16.823,-0,15.269,-0,14.682,-0
300.401635,0.682,44.244919,0.676,4,15.243,0.056,15.984,0.061,15.532,0.04,15.057,0.025,14.874,0.067
300.402311,0.64,44.691435,0.447,4,15.476,0.021,16.085,0.044,15.609,0.039,15.183,0.154,NA,NA
300.403284,0.663,44.351561,0.687,4,14.802,0.029,15.432,0.042,15.063,0.038,14.633,0.017,14.501,0.079
300.403775,0.416,44.562198,0.507,4,14.778,0.023,15.398,0.038,15.024,0.046,14.594,0.059,14.507,0.133
300.404456,0.405,44.722431,0.636,4,15.315,0.017,16.156,0.054,15.658,0.068,15.09,0.031,14.815,-0
300.404484,0.489,44.522126,0.581,4,14.913,0.062,15.48,0.066,15.125,0.058,14.699,0.073,14.54,0.126
300.405309,0.799,44.921932,0.469,5,13.697,0.049,14.35,0.155,13.881,0.119,13.445,0.063,13.199,0.095
300.405323,0.472,44.289411,1.488,2,16.871,-0,17.466,-0.127,17.012,-0,16.444,-0,NA,NA
300.405376,0.813,44.430319,1.135,2,NA,NA,NA,NA,16.598,0,15.275,0.025,14.765,0.063
300.405536,0.544,44.070125,0.764,4,15.039,0.089,16.421,0.12,15.652,0.066,14.672,0.166,14.188,0.193
300.405677,0.349,44.263545,0.5,4,15.059,0.025,15.84,0.028,15.396,0.037,14.819,0.045,NA,NA
300.406076,0.592,44.816693,0.76,4,15.8,0.034,17.351,0.041,16.401,0.072,15.181,0.061,14.566,0.098
300.406493,0.791,44.646128,0.809,3,16.055,-0,17.432,-0,16.812,0.03,15.62,0.006,15.069,-0
300.406561,0.627,44.030471,0.433,4,14.613,0.076,15.711,0.032,15.111,0.054,14.337,0.043,14.087,0.18
300.406576,0.609,44.338028,0.63,4,14.068,0.042,14.658,0.048,14.307,0.05,13.905,0.049,13.804,0.071
300.406749,0.296,44.414177,0.459,5,11.125,0.04,11.423,0.036,11.204,0.032,11.08,0.059,11.109,0.075
300.406789,0.425,44.195369,0.631,5,12.698,0.033,13.191,0.036,12.883,0.05,12.572,0.028,12.514,0.016
300.407817,0.534,45.028232,1.514,2,NA,NA,NA,NA,16.894,0.063,15.701,-0,15.174,-0
300.408037,0.901,44.694146,0.72,4,15.011,0.071,15.824,0.082,15.394,-0,14.657,-0,14.365,0.081
300.408211,0.466,43.989165,0.607,5,12.501,0.123,13.992,0.04,13.228,0.058,12.059,0.052,11.654,0.118
300.408259,0.571,44.311189,0.593,4,14.496,0.042,15.199,0.024,14.775,0.046,14.281,0.022,14.149,0.04
300.408564,0.264,44.779848,0.417,4,13.353,0.038,14.718,0.028,14.004,0.069,12.911,0.021,12.382,0.058
300.408854,0.394,44.765958,0.504,5,13.772,0.079,15.732,0.064,14.723,0.089,13.11,0.035,12.298,0.053
300.408938,0.786,44.004434,0.893,2,15.908,-0,17.471,-0.107,16.683,-0,15.248,-0,14.719,-0
300.408954,0.381,44.891909,0.396,5,10.834,0.068,11.381,0.074,11.001,0.057,10.655,0.066,10.483,0.069
300.409084,0.538,44.24207,0.628,5,13.699,0.052,14.263,0.037,13.908,0.047,13.575,0.081,13.488,0.105
300.409104,0.826,45.020385,0.923,2,15.771,-0,16.392,-0.07,15.827,-0,15.47,-0,NA,NA
300.409197,0.554,44.004837,0.815,2,15.929,0.016,17.271,0.146,16.579,0.077,15.389,0.074,NA,NA
300.409388,1.177,44.855216,1.156,2,16.762,0.175,17.555,0.094,NA,NA,NA,NA,NA,NA
300.410733,0.423,43.9519,0.525,5,10.787,0.051,11.79,0.035,11.267,0.031,10.514,0.041,10.293,0.065
300.411047,0.431,44.756633,0.685,2,14.759,0.06,15.568,0.014,15.095,0.048,14.486,0.014,NA,NA
300.411069,0.206,44.756464,1.314,3,14.784,0.043,15.554,0.094,15.141,-0,14.526,-0,14.214,0.013
300.411404,0.623,44.393801,0.557,4,14.642,0.077,16.328,0.06,15.489,0.066,14.081,0.037,13.478,0.085
300.411673,1.499,44.437077,0.456,2,15.853,-0,17.208,-0.094,16.583,-0,15.483,-0,NA,NA
300.411914,0.721,44.442397,0.745,2,14.951,-0,16.664,-0,15.815,0.065,14.524,0.008,13.963,-0
300.412984,0.454,44.465439,0.76,4,14.123,0.129,16.46,0.028,15.269,0.099,13.373,0.021,11.987,0.06
300.413106,0.48,44.260203,0.635,2,15.602,-0,17.535,-0.11,16.646,0.136,14.855,0.11,13.966,0.118
300.414908,0.361,44.741018,0.454,3,8.738,-0,10.265,0.185,9.334,-0,8.14,-0,6.577,-0
300.414925,0.37,44.339794,0.623,5,12.937,0.027,13.596,0.039,13.203,0.045,12.777,0.037,12.644,0.046
300.415831,0.535,44.321289,0.533,3,15.562,0.026,16.306,0.037,15.868,0.008,15.37,0.07,15.487,-0
300.416223,0.722,44.622915,0.91,3,15.669,0.01,16.39,0.125,15.91,0.057,15.577,0.048,15.219,-0
300.416226,0.273,44.530965,0.664,3,15.335,0.028,16.038,0.026,15.655,0.006,15.088,0.087,14.941,-0
300.416466,0.49,44.184653,0.762,5,13.97,0.045,14.592,0.036,14.238,0.042,13.799,0.037,13.69,0.09
300.416777,0.277,44.71992,0.413,4,14.063,0.035,15.207,0.077,14.575,0.075,13.655,0.047,13.196,0.056
300.416854,1.029,44.30474,0.45,3,15.725,0.011,16.669,0.061,16.154,0.032,15.546,0.162,15.19,-0
300.417142,0.785,44.227333,0.567,2,16.047,0.026,16.899,0.016,16.45,-0,15.801,-0,NA,NA
300.417547,0.527,44.93301,0.606,4,15.11,0.075,15.686,0.1,15.359,0.049,14.976,0.055,14.777,0.125
300.418651,0.587,44.437013,0.696,5,13.844,0.032,14.524,0.041,14.09,0.061,13.673,0.056,NA,NA
300.418842,0.53,44.879926,0.407,5,10.861,0.081,11.074,0.076,10.869,0.035,10.854,0.029,10.824,0.105
300.418885,0.444,43.914668,0.904,2,12.874,-0,13.203,-0.004,12.802,-0,13.161,-0,NA,NA
300.419551,0.638,43.941179,0.796,2,16.065,0.137,16.766,0.111,16.245,0.017,15.664,0.082,NA,NA
300.419935,0.534,44.375269,0.759,4,15.32,0.054,16.111,0.05,15.603,0.047,14.982,0.069,14.708,0.067
300.420907,0.373,43.95868,0.4,5,11.776,0.033,12.228,0.036,11.981,0.031,11.689,0.057,11.694,0.115
300.421032,0.445,44.42318,0.457,4,14.602,0.069,15.704,0.022,15.115,0.071,14.273,0.033,14.018,0.121
300.421246,0.302,44.912466,0.627,4,14.715,0.068,16.05,0.148,15.322,0.07,14.249,0.076,13.691,0.115
300.421359,0.545,44.538369,0.851,5,14.069,0.107,14.551,0.026,14.202,0.07,13.988,0.105,13.886,-0
300.421982,0.357,44.70567,0.619,5,12.998,0.036,13.406,0.042,13.114,0.047,12.934,0.111,12.734,0.073
300.422379,0.444,44.290484,0.448,4,15.123,0.027,15.746,0.041,15.37,0.056,14.872,0.068,14.787,0.069
300.423233,0.403,44.775359,0.38,5,12.132,0.045,12.657,0.052,12.316,0.055,11.993,0.066,11.829,0.067
300.423707,0.554,43.983187,0.495,3,NA,NA,NA,NA,NA,NA,NA,NA,13.603,0.061
300.423942,0.967,44.429224,0.617,4,14.357,0.046,15.019,0.065,14.575,0.058,14.135,0.061,13.896,0.104
300.424084,0.424,44.139951,0.447,3,14.444,0.057,15.162,0.056,14.752,0.049,14.217,0.023,NA,NA
300.42423,0.337,44.34336,0.62,4,12.747,0.023,13.396,0.033,13.004,0.039,12.576,0.029,12.439,0.033
300.424361,0.465,44.401631,0.596,4,14.227,0.068,15.689,0.045,14.901,0.066,13.747,0.061,13.164,0.063
300.424876,0.672,44.518012,0.438,2,16.321,0.07,17.138,0.173,16.816,-0,16.091,-0,15.574,-0
300.425705,0.369,44.890871,0.657,4,14.89,0.072,15.581,0.083,15.096,0.09,14.57,0.046,14.297,0.075
300.426038,0.599,44.622923,0.87,2,16.305,-0,17.879,-0.179,17.066,0.048,15.847,0.082,15.241,-0
300.426169,0.612,44.007304,0.795,3,15.612,0.153,17.512,0.099,16.624,0.095,14.943,0.072,14.164,0.018
300.426198,0.728,44.112256,0.704,3,13.595,0.079,14.833,0.034,14.305,0.047,13.164,0.043,12.807,-0
300.426237,0.576,45.011391,0.728,3,14.875,0.081,15.694,0.143,15.14,0.093,14.585,0.091,14.291,0.146
300.426269,0.76,43.887137,0.662,5,13.91,0.049,14.512,0.025,14.169,0.048,13.746,0.04,13.622,0.065
300.427872,0.414,44.977739,0.548,2,16.093,-0,17.147,-0,16.556,0.087,15.507,0.108,14.907,-0
300.428291,0.569,44.92988,0.633,4,14.922,0.075,15.555,0.068,15.118,0.077,14.65,0.089,14.527,-0
300.42915,0.908,44.529825,0.665,3,15.82,0.034,16.68,0.028,16.143,0.133,15.539,0.083,15.285,-0
300.429773,0.283,44.677149,0.516,4,13.822,0.07,15.274,0.017,14.535,0.06,13.153,0.028,11.313,0.081
300.430144,0.484,44.153042,0.458,5,13.653,0.07,14.959,0.024,14.273,0.053,13.246,0.025,12.869,0.027
300.430364,0.598,44.751181,0.441,4,13.939,0.03,14.95,0.074,14.411,0.078,13.587,0.032,NA,NA
300.430939,0.628,44.860299,0.637,4,15.567,0.089,16.401,0.088,15.859,0.052,15.283,0.078,14.734,-0
300.431181,0.491,44.922777,0.713,3,16.154,0.061,17.215,0.058,16.762,0.077,15.719,0.069,15.279,-0
300.431193,0.326,44.447716,0.575,5,13.022,0.032,13.573,0.044,13.221,0.052,12.877,0.033,12.768,0.058
300.431523,0.495,44.168788,0.726,4,14.036,0.033,14.797,0.035,14.355,0.045,13.799,0.048,13.649,0.095
300.431828,0.742,44.084469,0.707,3,15.883,0.152,17.295,0.03,16.585,0.058,15.407,0.033,14.905,-0
300.43338,0.426,44.310767,0.531,5,11.052,0.051,12.101,0.038,11.517,0.043,10.747,0.048,10.498,0.038
300.434524,0.397,44.571365,0.5,4,14.513,0.082,16.39,0.048,15.423,0.061,13.868,0.044,13.138,0.055
300.434791,0.444,44.873753,0.359,5,12.345,0.081,12.803,0.068,12.477,0.063,12.176,0.061,12.006,0.072
300.434933,0.816,44.205466,0.551,4,14.964,0.05,15.6,0.008,15.209,0.031,14.764,0.028,14.689,0.086
300.435622,0.444,44.162937,0.608,2,16.173,0.178,16.986,0.008,16.456,-0,15.956,-0,NA,NA
300.436155,0.499,44.780526,0.57,4,14.267,0.062,15.897,0.041,15.028,0.072,13.678,0.017,13.048,0.073
300.436575,0.943,44.716771,0.218,2,14.576,-0,15.538,-0.025,NA,NA,NA,NA,13.722,0.011
300.436716,0.884,44.78972,0.608,3,16.362,-0,17.171,-0,16.744,-0.055,15.815,-0,15.226,0.039
300.437244,0.413,44.911001,0.764,5,13.813,0.05,15.175,0.048,14.439,0.081,13.351,0.084,12.754,0.054
300.437264,0.592,44.242632,0.962,2,15.768,-0,16.356,-0.039,16.007,0.011,15.457,0.025,NA,NA
