radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,Sloan_g,gerr,Sloan_r,r_err,Sloan_i,i_err
300.888112,0.468,43.618124,0.485,5,12.939,0.028,13.518,0.031,13.185,0.043,12.832,0.041,12.774,0.05
300.888335,0.166,45.333419,0.371,2,15.145,0.081,16.043,0.025,15.544,-0,14.906,-0,NA,NA
300.889133,0.407,44.929435,0.382,4,14.394,0.037,15.039,0.131,14.623,0.076,14.201,0.081,13.965,0.059
300.889791,0.663,44.231215,0.836,4,15.374,0.036,16.052,0.05,15.615,0.063,15.129,0.026,15.005,-0
300.889947,0.515,44.266207,0.667,4,15.205,0.143,16.8,0.251,15.949,0.058,14.626,0.047,14.137,0.103
300.890226,0.28,44.900809,0.567,4,14.122,0.04,14.956,0.107,14.454,0.068,13.835,0.064,13.541,0.03
300.890546,0.413,44.390075,0.936,3,16.616,0.036,17.376,0.019,16.959,-0.049,16.085,-0,15.877,-0
300.890564,0.373,45.129845,0.197,3,12.662,0.023,13.527,0.019,13.051,-0,12.461,-0,12.224,-0
300.890844,0.576,43.609608,0.918,3,15.692,0.091,16.414,0.033,15.975,0.036,15.405,0.068,NA,NA
300.890897,0.587,44.879111,0.632,4,15.382,0.049,16.267,0.075,15.776,0.042,15.03,0.04,NA,NA
300.891027,0.335,43.777796,0.404,3,14.34,0.095,15.217,0.017,14.756,0.006,14.13,0.122,14.047,0.128
300.891177,0.396,44.515444,0.569,5,12.775,0.03,13.466,0.041,13.052,0.053,12.56,0.045,12.362,0.074
300.891199,0.391,45.071834,1.115,2,15.493,-0,17.365,-0,16.46,-0,15.129,-0,14.287,0.084
300.891255,0.488,44.002539,0.531,4,15.087,0.053,15.832,0.063,15.4,0.041,14.851,0.033,14.662,-0
300.891581,0.304,44.275676,0.604,5,12.94,0.041,14.032,0.044,13.436,0.049,12.624,0.033,12.343,0.14
300.891903,0.332,44.141422,0.513,5,12.787,0.077,14.677,0.042,13.721,0.066,12.145,0.032,11.439,0.012
300.892125,0.796,45.138956,0.46,2,15.511,0.034,16.733,0,16.094,0.008,15.118,0.019,14.832,-0
300.893021,0.547,43.634701,0.249,5,13.649,0.073,14.702,0.039,14.16,0.034,13.355,0.07,13.128,0.046
300.893269,0.63,43.663234,0.617,3,15.363,0.124,16.207,0.024,15.68,-0,14.936,-0,14.755,-0
300.893307,0.536,43.873198,0.405,5,13.504,0.046,14.671,0.04,14.044,0.043,13.151,0.015,12.852,0.016
300.893736,0.586,44.868865,0.509,4,15.43,0.04,16.195,0.113,15.718,0.06,15.216,0.035,14.924,0.064
300.894191,0.381,44.007779,0.693,4,14.229,0.04,14.978,0.023,14.534,0.043,14.011,0.047,13.905,0.054
300.894592,0.476,44.240564,0.52,4,14.324,0.034,15.114,0.047,14.64,0.041,14.088,0.016,13.961,0.092
300.894972,0.647,44.97548,0.535,3,16.504,-0,17.708,-0,17.154,0.041,16.2,0.058,15.476,-0
300.89502,0.303,44.042248,0.405,5,9.578,-0,10.635,0.089,10.369,0.303,9.241,-0,8.966,-0
300.895072,0.59,44.100373,1.092,3,15.423,0.044,16.045,0.076,15.639,0.031,15.191,0.013,15.065,0.192
300.895218,1.328,45.176715,0.355,2,14.613,-0,15.477,-0,15.008,0.082,14.514,0.041,14.19,-0
300.895307,0.455,43.990028,0.4,5,11.964,0.077,13.479,0.029,12.681,0.05,11.495,0.034,11.006,0.025
300.895418,0.694,45.155103,0.244,3,14.443,0.023,15.752,0.036,15.101,0.044,14.151,0.072,13.644,0.035
300.895484,0.387,44.247022,0.677,5,13.518,0.032,13.943,0.033,13.648,0.038,13.39,0.046,13.315,0.055
300.896124,0.419,44.061058,0.519,4,14.92,0.077,16.813,0.105,15.856,0.077,14.278,0.044,13.634,0.077
300.896151,0.338,44.08547,0.383,5,13.495,0.029,13.883,0.035,13.611,0.042,13.427,0.034,13.406,0.037
300.896436,0.369,44.823885,0.522,5,12.697,0.055,13.087,0.074,12.823,0.061,12.582,0.064,12.489,0.052
300.896553,0.546,44.376083,0.672,4,15.663,0.074,16.369,0.045,15.871,0.1,15.42,0.062,15.057,-0
300.896568,0.731,43.907427,0.735,4,15.321,0.074,16.143,0.041,15.674,0.033,15.058,0.062,14.768,0.156
300.897164,0.365,44.014547,0.983,2,15.288,0.032,15.923,0.008,15.501,-0,15.071,-0,15.004,-0
300.897518,0.247,45.207155,0.137,3,13.941,0.022,14.93,0.024,14.419,-0,13.705,-0,13.447,-0
300.898151,0.6,44.118708,0.945,4,15.696,0.088,16.419,0.033,15.983,0.063,15.354,0.043,15.111,0.006
300.898271,0.541,44.289508,0.763,5,13.441,0.033,13.791,0.021,13.527,0.041,13.371,0.042,13.381,0.051
300.898501,0.791,43.834884,0.495,2,NA,NA,NA,NA,15.39,-0,14.864,-0,14.614,-0.054
300.89877,0.943,45.306057,0.473,3,15.22,0.063,16.157,0.04,15.632,0.006,14.925,0.038,14.706,0.087
300.899211,0.425,44.893543,0.731,4,14.82,0.056,15.771,0.096,15.23,0.055,14.507,0.062,14.227,0.049
300.899543,0.403,44.438097,0.794,4,15.546,0.021,16.702,0.073,16.113,0.045,15.039,0.043,14.587,0.006
300.899647,0.774,44.588219,0.698,3,14.496,-0,15.19,-0,14.746,0.048,14.252,0.085,13.952,0.073
300.899917,0.71,45.040779,0.721,3,15.33,0.074,16.242,0.17,15.697,0.115,15.034,0.088,14.747,0.115
300.900037,0.392,44.094908,0.791,4,15.195,0.046,16.114,0.022,15.619,0.034,14.926,0.048,14.802,0.088
300.90044,0.473,44.29552,0.668,5,13.514,0.005,14.047,0.045,13.721,0.02,13.347,0.01,13.182,0.027
300.900464,0.636,43.713462,0.747,4,15.326,0.014,15.997,0.051,15.591,0.053,15.124,0.076,14.993,-0
300.900577,0.349,44.448714,0.472,4,14.126,0.041,14.718,0.031,14.374,0.043,13.95,0.018,13.759,0.038
300.900831,1.029,44.690733,0.863,3,16.582,0.056,17.288,0.047,16.969,-0,16.256,-0,16.223,-0.285
300.900865,0.461,43.827845,0.677,4,15.449,0.056,16.24,0.062,15.773,0.047,15.222,0.026,15.072,0.179
300.900963,0.263,44.225658,0.539,4,14.03,0.078,15.609,0.045,14.81,0.05,13.502,0.047,13.002,0.088
300.901145,0.539,44.644612,0.327,5,12.33,0.041,13.508,0.049,12.866,0.051,11.963,0.036,11.575,0.033
300.901306,1.057,45.11594,1.053,2,16.038,0.117,16.977,-0.081,16.393,-0,15.902,-0,NA,NA
300.901505,0.262,44.71048,0.554,5,12.173,0.082,14.032,0.03,13.262,0.074,10.899,0.134,8.038,-0
300.90171,1.33,43.746737,0.452,2,16.543,0.082,17.792,0.076,NA,NA,NA,NA,NA,NA
300.901985,0.695,44.597319,0.564,5,13.241,0.047,13.585,0.053,13.314,0.053,13.122,0.063,13.052,0.014
300.901987,1.073,44.240972,0.377,2,17.551,-0,17.895,-0.184,17.692,-0,17.273,-0,NA,NA
300.902366,0.544,44.612775,0.702,4,15.345,0.05,16.234,0.031,15.702,0.059,15.074,0.041,14.85,0.156
300.902435,0.779,44.725664,0.804,2,15.878,0.006,16.609,0.008,16.063,0.045,15.603,0.055,NA,NA
300.903139,0.313,44.565751,0.494,5,10.983,0.03,11.962,0.042,11.419,0.049,10.689,0.043,10.399,0.076
300.904052,0.315,44.912562,0.623,4,14.228,0.066,14.72,0.12,14.386,0.081,14.064,0.094,13.86,0.074
300.904202,1.033,44.216153,0.617,4,15.228,0.07,15.841,0.044,15.426,-0,15.011,-0,14.863,-0
300.904501,0.992,45.129437,0.523,3,14.856,0.071,15.842,0.053,15.317,0.06,14.564,0.079,14.262,0.121
300.904708,0.871,43.622884,0.379,2,16.125,-0,17.501,-0,16.88,0.038,16.004,0.161,NA,NA
300.905616,0.405,44.814918,0.428,5,12.098,0.035,12.823,0.047,12.396,0.061,11.867,0.053,11.62,0.066
300.905773,0.544,44.004855,0.44,4,14.499,0.04,15.661,0.029,15.048,0.043,14.127,0.08,13.953,0.114
300.906046,0.499,44.956764,0.722,4,14.866,0.057,16.659,0.102,15.728,0.094,14.222,0.072,13.438,0.085
300.906078,0.387,43.703501,0.398,5,13.839,0.045,14.572,0.048,14.161,0.053,13.661,0.026,13.543,0.042
300.906128,0.726,44.997917,0.535,4,15.779,0.064,16.466,0.103,16.109,0.092,15.632,0.14,NA,NA
300.906348,1.078,45.18702,0.269,3,13.632,0.088,15.851,0.039,14.791,0.041,12.965,0,11.762,0.063
300.906353,0.349,44.527696,0.652,4,14.755,0.045,15.351,0.079,14.901,0.082,14.503,0.047,14.253,0.078
300.906569,0.395,43.734027,0.457,5,12.674,0.029,13.229,0.034,12.89,0.045,12.568,0.028,12.522,0.036
300.906816,0.548,43.837219,0.691,4,14.679,0.009,15.372,0.033,14.959,0.043,14.489,0.027,14.356,0.026
300.906866,0.934,45.141166,0.727,2,16.632,-0,17.59,-0,17.163,-0.084,16.392,-0,NA,NA
300.907419,0.462,43.983454,0.848,3,15.661,0.121,16.227,0.011,15.843,0.037,15.418,0.028,NA,NA
300.90757,0.661,44.266054,0.88,4,15.053,0.067,16.605,0.113,15.809,0.047,14.535,0.03,13.947,0.067
300.90801,0.51,44.252227,0.483,5,13.314,0.107,15.572,0.056,14.415,0.067,12.555,0.045,11.395,0.042
300.908051,1.345,45.177649,0.113,2,13.564,-0,14.785,0.274,NA,NA,NA,NA,NA,NA
300.908411,0.341,43.852719,0.456,5,12.808,0.039,13.336,0.029,13.032,0.03,12.726,0.042,12.66,0.052
300.908526,0.97,44.944763,0.958,3,15.997,0.11,16.689,0.17,16.214,0.131,15.736,0.064,NA,NA
300.908548,0.868,44.186766,0.658,4,15.503,0.047,16.353,0.101,15.878,0.085,15.113,0.085,14.873,0.255
300.909065,0.908,44.639697,1.124,2,16.469,0.133,17.478,0.305,16.815,-0,16.308,-0,NA,NA
300.909306,0.072,45.177931,0.738,2,13.567,-0.009,NA,NA,NA,NA,NA,NA,13.178,-0
300.909444,0.318,44.700441,0.726,4,14.173,0.046,15.826,0.045,14.977,0.058,13.573,0.032,12.873,0.024
300.90947,1.288,44.446408,0.477,2,16.528,-0,17.678,-0,16.99,-0.051,16.368,-0,NA,NA
300.90948,0.866,44.639706,0.804,2,16.591,-0,17.606,-0.139,16.827,-0,NA,NA,NA,NA
300.909809,0.604,43.90838,0.685,2,16.331,0.036,17.188,0.119,NA,NA,NA,NA,NA,NA
300.90983,0.639,44.305859,0.458,3,13.827,0.085,15.504,0.046,14.7,0.062,13.259,0,12.639,-0
300.910093,0.519,44.195478,0.639,5,12.9,0.012,13.316,0.039,13.034,0.041,12.801,0.033,12.759,0.04
300.910416,0.503,44.260915,1.248,3,15.98,0.036,17.582,0.106,16.759,-0,15.453,-0,NA,NA
300.910534,0.4,44.833345,0.499,4,15.352,0.024,16.1,0.043,15.662,0.065,15.132,0.063,14.94,0.181
300.910798,0.502,44.056408,0.771,4,14.911,0.068,15.438,0.022,15.078,0.048,14.751,0.026,14.658,-0
300.911083,0.642,43.778798,0.311,4,14.793,0.037,15.479,0.035,15.068,0.042,14.592,0.042,14.577,0.123
300.911375,0.753,44.081503,0.65,4,15.829,0.016,16.51,0.068,16.001,0.162,15.468,0.092,15.578,-0
300.911521,0.813,45.251865,0.394,4,15.014,0.123,15.866,0.041,15.383,0.006,14.693,0.035,14.446,-0
300.911638,0.634,43.642304,0.555,3,16.176,0.068,17.179,0.101,16.633,0.068,15.845,0.045,NA,NA
300.911672,0.432,45.279333,0.353,3,14.96,0.092,16.289,0.056,15.679,0.022,14.527,0.054,13.988,0.008
300.911946,0.259,44.883389,0.477,4,13.747,0.036,14.471,0.098,14.029,0.069,13.485,0.068,13.264,0.046
300.912223,0.893,44.774292,0.651,3,15.235,0.02,16.26,0.09,15.603,0.064,14.483,0.039,13.91,0.082
300.913076,0.301,44.238711,0.465,5,12.06,0.046,12.347,0.042,12.111,0.041,12.045,0.068,12.064,0.028
300.913099,0.551,43.946433,0.551,4,15.065,0.022,15.822,0.047,15.394,0.034,14.86,0.017,14.711,0.099
300.913211,0.637,45.337705,0.447,3,15.154,0.073,16.472,0.043,15.822,-0,14.774,-0,14.374,-0
300.913572,0.333,44.372676,0.516,5,12.154,0.041,12.704,0.041,12.357,0.05,11.999,0.051,11.898,0.028
300.914159,0.319,44.934483,0.41,5,13.496,0.047,14.347,0.112,13.848,0.076,13.229,0.077,12.922,0.088
300.914304,0.372,44.398243,0.696,4,14.504,0.031,15.07,0.057,14.698,0.033,14.301,0.064,14.211,0.053
300.914485,0.264,44.817885,0.365,5,10.952,0.032,11.93,0.054,11.383,0.067,10.646,0.052,10.3,0.119
300.914821,1.4,44.018974,0.491,3,15.608,0.04,16.453,0.044,16.214,-0,15.351,-0,NA,NA
300.915066,0.581,44.421786,1.056,4,NA,NA,NA,NA,16.473,0.104,15.044,0.072,14.497,0.048
300.915521,0.34,43.711266,0.427,3,14.848,0.058,15.645,0.028,15.214,0.006,14.641,0.088,14.563,0.094
300.915743,0.367,44.913289,0.357,5,13.141,0.043,14.046,0.105,13.547,0.076,12.883,0.076,12.598,0.082
300.915757,1.565,44.091221,0.683,2,16.876,0.103,17.555,0.176,NA,NA,NA,NA,NA,NA
300.915925,0.48,43.862094,0.411,5,13.333,0.031,14.085,0.032,13.653,0.043,13.15,0.024,13.081,0.066
300.915941,0.659,44.156308,0.598,4,13.715,0.079,14.132,0.046,13.85,0.03,13.646,0.059,13.656,-0
300.916968,0.438,44.389869,0.634,3,15.475,0.07,16.129,0.08,15.722,0.036,15.25,0.079,NA,NA
300.917051,0.795,44.271172,0.806,2,16.596,0.193,17.278,0.131,16.904,-0,16.487,-0,NA,NA
300.917945,0.285,44.726561,0.401,4,13.421,0.092,15.56,0.04,14.458,0.071,12.444,0.054,10.153,0.102
300.917963,0.472,43.808854,0.546,4,13.996,0.037,14.718,0.023,14.325,0.031,13.806,0.049,13.727,0.048
300.918674,0.375,45.293888,0.127,3,13.245,0.108,15.524,0.019,14.423,-0,12.475,-0,10.712,-0
300.919322,0.24,44.195364,0.484,5,11.26,0.055,11.259,0.041,11.191,0.04,11.331,0.071,11.53,0.039
300.919343,0.452,44.849994,0.568,5,12.949,0.032,14.405,0.078,13.623,0.071,12.476,0.031,11.942,0.054
300.91942,0.258,43.896132,0.444,4,14.238,0.033,14.856,0.028,14.489,0.042,14.047,0.046,13.967,0.039
300.919821,0.458,43.823865,0.419,5,14.348,0.026,15.101,0.056,14.676,0.037,14.157,0.034,13.963,0.052
300.919871,0.616,44.509387,0.711,4,14.947,0.055,15.539,0.048,15.155,0.044,14.768,0.068,14.448,0.02
300.92069,0.386,44.643522,0.412,4,14.192,0.039,14.706,0.043,14.378,0.054,14.025,0.052,13.914,0.045
300.920888,0.531,44.460679,0.654,4,15.623,0.012,16.505,0.011,15.951,0.049,15.226,0.049,14.998,-0
300.921002,0.445,44.11058,0.802,4,13.966,0.046,14.401,0.023,14.084,0.045,13.823,0.053,13.769,0.041
300.921134,1.19,44.405489,0.602,3,15.554,0.029,16.667,0.006,16.03,0.052,15.202,0.045,14.945,0.015
300.921972,0.526,43.753929,0.48,4,14.252,0.058,14.935,0.029,14.518,0.044,14.065,0.057,13.945,0.068
300.922012,0.715,43.883239,0.596,4,15.865,0.06,17.14,0.095,16.451,0.068,15.352,0.036,14.794,0.077
300.922033,0.341,43.771968,0.41,4,14.177,0.099,16.23,0.074,15.225,0.066,13.452,0.067,12.66,0.055
300.922137,0.499,44.009282,0.634,4,14.435,0.027,15.013,0.055,14.645,0.033,14.289,0.042,14.203,0.058
300.9222,0.292,44.415046,0.408,5,11.189,0.047,11.564,0.043,11.303,0.024,11.1,0.063,11.077,0.011
300.922856,1.481,45.206649,0.246,3,15.446,0.191,17.321,0.196,16.358,0.008,14.878,0.034,14.341,0.037
300.923331,0.419,44.766131,0.407,4,13.398,0.03,14.173,0.053,13.717,0.055,13.157,0.051,12.933,0.032
300.923494,1.257,45.022999,0.937,2,16.129,-0,NA,NA,16.608,-0,15.858,0.08,15.113,-0
300.923882,0.269,44.091263,0.539,4,14.139,0.04,14.792,0.033,14.399,0.039,13.945,0.069,13.772,0.036
300.924031,0.805,44.066394,0.728,4,15.247,0.027,16.142,0.026,15.653,0.008,15.002,0.053,NA,NA
300.924053,0.536,43.66961,1.192,2,16.235,0,17.156,0.048,16.665,-0,15.964,-0,NA,NA
300.924238,0.638,44.44574,0.708,4,15.914,0.123,16.744,0.055,16.282,0.041,15.633,0.077,15.327,0.087
300.92472,0.56,44.13201,0.771,4,15.861,0.073,16.602,0.017,16.13,0.04,15.587,0.071,15.452,-0
300.924859,0.529,44.743508,0.528,4,14.612,0.042,15.571,0.071,15.047,0.055,14.242,0.056,13.897,0.072
300.92533,0.358,43.779988,0.421,4,14.396,0.04,15.086,0.02,14.68,0.034,14.226,0.042,14.159,0.114
300.925386,0.689,45.251989,0.661,3,15.257,0.063,16.072,0.039,15.641,-0,15.042,-0,14.84,-0
300.925449,0.254,43.985748,0.489,5,13.218,0.03,13.884,0.041,13.48,0.043,13.046,0.038,12.956,0.07
300.92596,0.761,43.620032,0.542,4,15.424,0.046,16.355,0.09,15.857,0.014,15.173,0.033,14.975,0.064
300.926086,0.503,43.629941,0.649,2,15.939,-0,18.157,-0,17.142,0.084,15.398,0.03,14.71,-0
300.926161,0.36,44.424674,0.609,4,15.323,0.036,16.107,0.028,15.655,0.053,15.068,0.036,14.718,0.012
300.926423,0.422,43.700539,0.772,3,16.233,0.011,17.161,0.017,16.683,0.067,15.94,0.157,NA,NA
300.926892,0.397,43.994616,0.399,5,13.489,0.019,14.09,0.039,13.734,0.047,13.325,0.025,13.244,0.082
300.926988,0.467,43.799652,0.816,2,16.419,-0,17.655,-0.126,16.966,0.091,16.048,0,NA,NA
300.927013,0.445,44.168344,0.651,5,12.613,0.038,12.909,0.035,12.666,0.046,12.581,0.059,12.69,0.062
300.927032,0.413,44.283388,0.613,5,13.914,0.042,14.7,0.042,14.25,0.041,13.688,0.028,13.484,0.019
300.927303,0.362,44.702737,0.748,4,14.398,0.026,15.343,0.05,14.799,0.075,14.12,0.041,13.82,0.088
300.927504,0.38,45.14075,1.122,2,15.326,0.052,16.278,0.039,15.846,-0,15.078,-0,14.825,-0
300.927652,0.239,44.783406,0.437,4,13.566,0.038,14.382,0.047,13.921,0.052,13.279,0.045,12.986,0.067
300.927765,1.655,44.233762,1.065,2,NA,NA,NA,NA,17.707,-0.099,16.089,-0,14.965,0.006
300.927948,0.359,44.218005,0.466,4,13.837,0.034,14.326,0.021,14.013,0.04,13.701,0.039,13.643,0.034
300.928161,0.384,44.544625,0.442,5,11.986,0.037,13.293,0.036,12.585,0.059,11.577,0.033,11.175,0.013
300.928711,0.463,44.403573,0.676,4,15.016,0.061,15.907,0.081,15.383,0.057,14.67,0.101,14.508,0.191
300.928827,0.446,43.733123,0.224,4,13.984,0.051,14.863,0.031,14.381,0.035,13.788,0.07,13.61,0.1
300.929085,1.597,43.808833,0.503,2,16.755,0.057,17.446,0.066,NA,NA,NA,NA,NA,NA
300.929416,1.212,44.111134,0.421,2,14.637,-0,15.382,-0,14.968,-0,14.507,-0,14.453,-0.04
300.929765,0.494,44.028368,0.753,4,15.107,0.067,15.895,0.026,15.425,0.038,14.901,0.068,14.766,0.017
300.930115,0.574,44.050292,0.861,2,15.207,-0,16.994,-0,16.099,0.074,14.742,0.017,14.023,0.037
300.930168,0.812,43.66801,0.397,2,NA,NA,NA,NA,NA,NA,NA,NA,16.001,0.12
300.930177,0.425,45.149391,0.966,2,16.128,-0,17.14,-0,NA,NA,NA,NA,15.597,-0.16
300.930267,0.301,44.140587,0.637,4,14.239,0.044,15.084,0.052,14.601,0.033,14.008,0.064,13.933,0.189
300.930477,0.416,45.119412,0.777,3,13.813,0.014,14.433,0.031,14.035,-0,13.72,-0,NA,NA
300.930659,0.036,44.144826,1.16,3,NA,NA,NA,NA,NA,NA,NA,NA,13.327,0.037
300.93079,0.352,44.040695,0.517,4,14.213,0.048,14.763,0.035,14.413,0.053,14.078,0.069,13.982,-0
300.930966,0.395,44.079007,0.377,5,13.576,0.021,13.937,0.03,13.68,0.04,13.51,0.037,13.523,0.033
300.931183,0.795,45.07972,0.712,3,15.898,0.026,16.521,0.224,16.146,0.128,15.584,0.107,15.485,0.1
300.931415,0.51,44.304418,1.215,3,15.783,-0,17.083,-0,16.379,0.049,15.412,0.057,15.137,0.06
300.931542,0.751,43.695019,0.659,3,15.862,0.034,16.904,0.062,16.392,0.053,15.511,0.008,15.318,-0
300.93168,0.531,45.091549,0.566,3,14.208,0.025,14.993,0.143,14.529,0.125,13.983,0.019,13.752,0.116
300.932358,0.203,44.344488,0.467,5,12.515,0.028,13.211,0.04,12.795,0.044,12.321,0.05,12.142,0.027
300.932432,0.401,44.669936,0.567,4,14.839,0.097,16.766,0.029,15.808,0.079,14.093,0.047,13.21,0.037
300.932656,0.49,43.587079,0.456,4,15.603,0.092,16.567,0.08,16.068,0.057,15.254,0.016,14.943,-0
300.932871,0.392,45.032633,0.826,3,15.305,0.04,16.191,0.136,15.569,0.115,15.01,0.135,14.661,0.086
300.933494,0.296,43.610591,0.658,3,15.246,0.075,15.925,0.034,15.502,0.01,15.016,0.066,14.88,-0
300.933654,0.386,44.587618,0.466,5,11.721,0.041,13.112,0.036,12.368,0.06,11.293,0.036,10.88,0.067
300.933954,0.467,44.654739,0.833,3,15.644,0.006,16.483,0.087,15.975,0.06,15.499,0.008,15.115,0.01
300.934265,0.302,44.42142,0.373,4,14.463,0.034,15.074,0.04,14.703,0.027,14.274,0.045,14.127,0.01
300.934299,0.263,44.094707,0.839,5,12.886,0.168,13.262,0.036,12.928,0.042,12.692,0.014,12.6,-0
300.934436,0.842,44.685069,0.806,3,16.225,-0,16.649,-0.06,16.473,0.075,15.884,0.039,15.658,-0
300.934796,0.856,44.9452,0.715,3,15.535,0.052,16.656,0.081,15.912,0.111,15.187,0.089,14.838,0.151
300.935594,0.401,44.608674,0.483,5,13.114,0.027,13.648,0.049,13.304,0.055,12.93,0.049,12.817,0.054
300.935665,0.857,44.51056,0.425,4,15.863,-0,16.964,-0,16.48,0.112,15.162,0.006,14.607,0.139
300.93567,0.644,45.205636,0.222,3,14.103,0.025,14.942,0.016,14.51,0.006,13.893,0.021,13.69,0.008
300.935782,0.665,44.474416,0.935,4,15.734,0.036,16.506,0.006,16.038,0.037,15.395,0.037,15.114,0.12
300.936132,0.642,45.347124,0.115,3,14.192,0.039,14.908,0.027,14.483,-0,14.019,-0,13.836,-0
300.936278,0.766,44.183152,0.454,4,14.042,0.08,16.054,0.022,15.041,0.065,13.37,0.03,12.592,0.052
300.936593,0.423,44.119538,0.535,4,14.628,0.031,15.205,0.052,14.841,0.041,14.417,0.027,14.321,0.029
300.936657,0.426,44.249485,1.368,3,15.264,0.151,16.868,0.046,16.005,0.134,14.468,0.047,13.794,0.037
300.936699,0.473,44.071651,0.482,4,15.204,0.024,15.703,0.036,15.365,0.033,14.973,0.032,14.875,-0
300.936815,0.494,45.060012,1.262,3,14.657,0.12,15.983,0.141,15.35,0.184,14.111,0.044,13.314,0.183
300.93729,0.574,43.863601,0.477,5,13.991,0.052,14.613,0.047,14.223,0.051,13.829,0.028,13.734,0.058
300.93741,0.27,43.928368,0.202,5,9.618,-0,9.877,0.251,9.999,0.386,9.778,-0,10.061,0.05
300.93774,0.384,44.25538,0.587,5,13.304,0.017,14.01,0.034,13.607,0.026,13.123,0.026,12.961,0.008
300.937854,0.518,43.91821,0.824,4,14.684,0.077,15.345,0.01,14.937,0.055,14.486,0.04,14.349,0.049
300.937996,0.216,44.49715,0.4,4,13.714,0.022,14.415,0.033,14.002,0.048,13.484,0.019,13.255,0.035
300.938026,0.259,44.404312,0.582,4,14.189,0.04,14.824,0.039,14.434,0.04,14.004,0.063,13.84,0.021
300.938128,0.452,43.842045,0.528,4,14.503,0.033,15.299,0.043,14.84,0.049,14.281,0.041,14.125,0.081
300.938346,0.368,44.48277,0.629,4,14.449,0.061,15.791,0.048,15.127,0.069,13.909,0.032,13.374,0.047
300.938456,0.44,45.002936,0.479,3,14.281,0.056,14.953,0.144,14.53,0.111,14.059,0.089,13.817,0.122
300.938816,1.046,45.277766,0.454,3,15.651,0.105,16.76,0.072,NA,NA,NA,NA,NA,NA
300.939049,0.519,43.989522,0.349,4,13.231,0.02,13.604,0.03,13.336,0.058,13.205,0.033,13.233,0.045
300.939287,0.565,45.309201,0.184,3,12.847,0.082,13.557,0.025,13.157,-0,12.654,-0,12.445,-0
300.939332,0.933,44.994326,1.101,2,15.835,-0,16.83,-0,16.286,0.079,15.66,0.072,15.564,-0
300.939706,0.589,45.16745,0.205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300.940174,0.351,43.79812,0.744,3,NA,NA,NA,NA,15.855,0.081,14.235,0.04,13.553,-0
300.940281,0.492,44.878063,0.383,4,14.65,0.032,15.434,0.089,14.954,0.056,14.37,0.07,14.147,0.061
300.940563,0.443,43.946065,0.564,5,13.109,0.131,15.369,0.034,14.198,0.073,12.348,0.049,11,0.085
300.940884,0.515,43.699727,0.585,2,15.909,0.089,16.724,0.054,16.302,0.011,15.644,0.024,15.42,0.045
300.940907,0.435,43.775908,0.457,4,15.254,0.035,16.179,0.02,15.676,0.046,14.98,0.053,14.805,0.008
300.941143,0.662,43.733594,0.292,2,14.606,0.019,15.481,0.022,15.045,-0,14.395,-0,NA,NA
300.941655,0.775,45.236609,0.511,4,14.856,0.235,16.15,0.064,15.443,0.012,14.377,0.02,13.814,0.188
300.941769,0.294,44.023523,0.508,5,12.55,0.031,13.018,0.028,12.71,0.042,12.44,0.05,12.417,0.046
300.941812,0.642,43.812603,0.727,4,15.646,0.09,16.32,0.031,15.928,0.021,15.462,0.046,15.343,-0
300.941894,0.481,44.725603,0.398,3,NA,NA,NA,NA,16.596,0.112,14.705,0.01,13.711,0.048
300.942799,0.204,44.381321,0.429,5,11.72,0.032,12.83,0.041,12.217,0.053,11.4,0.032,11.038,0.045
300.943119,0.792,45.046847,0.399,2,16.056,-0,17.127,-0.127,16.509,0.093,15.477,0.077,15.221,-0
300.943177,0.685,44.780207,0.379,3,14.177,0.028,14.761,0.113,14.404,0.081,14.057,0.138,13.776,0.114
300.943425,0.758,45.114084,0.589,3,16.125,0.272,16.894,0.022,16.246,-0,15.654,-0,NA,NA
300.943736,0.51,43.80627,0.639,3,15.765,0.006,17.507,0.041,16.607,0.008,15.058,0.061,14.392,0.019
300.943899,0.574,43.78519,0.663,4,15.429,0.058,16.483,0.04,15.905,0.057,15.058,0.032,14.911,0.124
300.943953,0.55,44.127746,0.497,2,16.13,-0,16.836,-0.07,16.376,-0,15.632,-0,NA,NA
300.94418,0.739,44.823744,0.84,4,16.249,0.008,17.526,0.224,16.812,0.055,15.829,0.053,15.601,-0
300.944636,0.348,44.793908,0.587,4,14.214,0.035,14.8,0.051,14.441,0.064,13.995,0.057,13.777,0.067
300.945041,0.268,43.978091,0.662,4,14.7,0.035,15.447,0.019,14.974,0.043,14.521,0.038,14.404,0.03
300.945238,1.088,45.270002,0.784,2,NA,NA,NA,NA,NA,NA,NA,NA,14.773,0.077
300.945446,0.607,44.165323,0.845,5,13.046,0.069,13.511,0.047,13.168,0.054,13.031,0.135,12.868,0.155
300.945752,0.526,44.281037,0.439,5,13.603,0.022,14.212,0.048,13.834,0.045,13.429,0.029,13.274,0.006
300.945779,0.492,44.205274,0.614,5,13.338,0.041,13.681,0.041,13.421,0.046,13.283,0.045,13.31,0.026
300.945853,0.402,44.547221,0.78,4,14.455,0.04,15.247,0.03,14.789,0.034,14.191,0.054,13.802,0.121
